url,google_verdict,verdict,expected_label,label_match,google_available,google_safe_browsing,model_prediction,model_status,model_confidence,google_flagged,reasoning,error,raw_json
http://diamonds4yuu.blogspot.hr,clean,blocked by model,,,True,{},PHISHING,0,89.03668975830078,False,Qty Tld Url=2.0 (increases phishing risk) | Qty Dot Domain=2.0 (decreases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 89.03668975830078, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.42643919587135315, ""value"": 2.0}, {""feature"": ""Qty Dot Domain"", ""impact"": ""decreases phishing risk"", ""shap_value"": -0.3075622022151947, ""value"": 2.0}], ""model_status"": 0, ""url"": ""http://diamonds4yuu.blogspot.hr""}"
http://diamonds4yuu.blogspot.in,clean,allowed,,,True,{},Legitimate,1,53.13538360595703,False,Qty Vowels Domain=8.0 (increases phishing risk) | Qty Tld Url=2.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 53.13538360595703, ""model_prediction"": ""Legitimate"", ""model_reasoning"": [{""feature"": ""Qty Vowels Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.9771952629089355, ""value"": 8.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.7947012186050415, ""value"": 2.0}], ""model_status"": 1, ""url"": ""http://diamonds4yuu.blogspot.in""}"
http://diamonds4yuu.blogspot.it,clean,allowed,,,True,{},Legitimate,1,53.13538360595703,False,Qty Vowels Domain=8.0 (increases phishing risk) | Qty Tld Url=2.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 53.13538360595703, ""model_prediction"": ""Legitimate"", ""model_reasoning"": [{""feature"": ""Qty Vowels Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.9771952629089355, ""value"": 8.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.7947012186050415, ""value"": 2.0}], ""model_status"": 1, ""url"": ""http://diamonds4yuu.blogspot.it""}"
http://diamonds4yuu.blogspot.jp,clean,blocked by model,,,True,{},PHISHING,0,89.03668975830078,False,Qty Tld Url=2.0 (increases phishing risk) | Qty Dot Domain=2.0 (decreases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 89.03668975830078, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.42643919587135315, ""value"": 2.0}, {""feature"": ""Qty Dot Domain"", ""impact"": ""decreases phishing risk"", ""shap_value"": -0.3075622022151947, ""value"": 2.0}], ""model_status"": 0, ""url"": ""http://diamonds4yuu.blogspot.jp""}"
http://diamonds4yuu.blogspot.kr,clean,blocked by model,,,True,{},PHISHING,0,89.03668975830078,False,Qty Tld Url=2.0 (increases phishing risk) | Qty Dot Domain=2.0 (decreases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 89.03668975830078, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.42643919587135315, ""value"": 2.0}, {""feature"": ""Qty Dot Domain"", ""impact"": ""decreases phishing risk"", ""shap_value"": -0.3075622022151947, ""value"": 2.0}], ""model_status"": 0, ""url"": ""http://diamonds4yuu.blogspot.kr""}"
http://diamonds4yuu.blogspot.nl,clean,blocked by model,,,True,{},PHISHING,0,89.03668975830078,False,Qty Tld Url=2.0 (increases phishing risk) | Qty Dot Domain=2.0 (decreases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 89.03668975830078, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.42643919587135315, ""value"": 2.0}, {""feature"": ""Qty Dot Domain"", ""impact"": ""decreases phishing risk"", ""shap_value"": -0.3075622022151947, ""value"": 2.0}], ""model_status"": 0, ""url"": ""http://diamonds4yuu.blogspot.nl""}"
http://diamonds4yuu.blogspot.no,clean,allowed,,,True,{},Legitimate,1,53.13538360595703,False,Qty Vowels Domain=8.0 (increases phishing risk) | Qty Tld Url=2.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 53.13538360595703, ""model_prediction"": ""Legitimate"", ""model_reasoning"": [{""feature"": ""Qty Vowels Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.9771952629089355, ""value"": 8.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.7947012186050415, ""value"": 2.0}], ""model_status"": 1, ""url"": ""http://diamonds4yuu.blogspot.no""}"
http://diamonds4yuu.blogspot.qa,clean,allowed,,,True,{},Legitimate,1,53.13538360595703,False,Qty Vowels Domain=8.0 (increases phishing risk) | Qty Tld Url=2.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 53.13538360595703, ""model_prediction"": ""Legitimate"", ""model_reasoning"": [{""feature"": ""Qty Vowels Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.9771952629089355, ""value"": 8.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.7947012186050415, ""value"": 2.0}], ""model_status"": 1, ""url"": ""http://diamonds4yuu.blogspot.qa""}"
http://diamonds4yuu.blogspot.rs,clean,blocked by model,,,True,{},PHISHING,0,89.03668975830078,False,Qty Tld Url=2.0 (increases phishing risk) | Qty Dot Domain=2.0 (decreases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 89.03668975830078, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.42643919587135315, ""value"": 2.0}, {""feature"": ""Qty Dot Domain"", ""impact"": ""decreases phishing risk"", ""shap_value"": -0.3075622022151947, ""value"": 2.0}], ""model_status"": 0, ""url"": ""http://diamonds4yuu.blogspot.rs""}"
http://diamonds4yuu.blogspot.tw,clean,blocked by model,,,True,{},PHISHING,0,89.03668975830078,False,Qty Tld Url=2.0 (increases phishing risk) | Qty Dot Domain=2.0 (decreases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 89.03668975830078, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.42643919587135315, ""value"": 2.0}, {""feature"": ""Qty Dot Domain"", ""impact"": ""decreases phishing risk"", ""shap_value"": -0.3075622022151947, ""value"": 2.0}], ""model_status"": 0, ""url"": ""http://diamonds4yuu.blogspot.tw""}"
http://diamonds999.duckdns.org,clean,blocked by model,,,True,{},PHISHING,0,93.25393676757812,False,Qty Dot Domain=2.0 (decreases phishing risk) | Qty Tld Url=3.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 93.25393676757812, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Dot Domain"", ""impact"": ""decreases phishing risk"", ""shap_value"": -0.3107070326805115, ""value"": 2.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.2524827718734741, ""value"": 3.0}], ""model_status"": 0, ""url"": ""http://diamonds999.duckdns.org""}"
http://diamondschoolss.pages.dev,clean,allowed,,,True,{},Legitimate,1,62.42061996459961,False,Qty Vowels Domain=8.0 (increases phishing risk) | Qty Tld Url=3.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 62.42061996459961, ""model_prediction"": ""Legitimate"", ""model_reasoning"": [{""feature"": ""Qty Vowels Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 1.0515031814575195, ""value"": 8.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.8458908796310425, ""value"": 3.0}], ""model_status"": 1, ""url"": ""http://diamondschoolss.pages.dev""}"
http://diamonds.event-redeem.com,clean,blocked by model,,,True,{},PHISHING,0,59.87445068359375,False,Qty Tld Url=3.0 (increases phishing risk) | Qty Hyphen Url=1.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 59.87445068359375, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.8904193639755249, ""value"": 3.0}, {""feature"": ""Qty Hyphen Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.3481551706790924, ""value"": 1.0}], ""model_status"": 0, ""url"": ""http://diamonds.event-redeem.com""}"
http://diamondsgift-mt.duckdns.org,clean,blocked by model,,,True,{},PHISHING,0,62.18049621582031,False,Domain Length=27.0 (increases phishing risk) | Qty Tld Url=3.0 (increases phishing risk) | Length Url=27.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 62.18049621582031, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Domain Length"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.4859679341316223, ""value"": 27.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.4840654134750366, ""value"": 3.0}, {""feature"": ""Length Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.3325575292110443, ""value"": 27.0}], ""model_status"": 0, ""url"": ""http://diamondsgift-mt.duckdns.org""}"
http://diamonds-gratis-codashop.duckdns.org,clean,allowed,,,True,{},Legitimate,1,91.2133560180664,False,Length Url=36.0 (increases phishing risk) | Qty Vowels Domain=10.0 (increases phishing risk) | Qty Tld Url=3.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 91.2133560180664, ""model_prediction"": ""Legitimate"", ""model_reasoning"": [{""feature"": ""Length Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 1.0708063840866089, ""value"": 36.0}, {""feature"": ""Qty Vowels Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.7498760223388672, ""value"": 10.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.7343860864639282, ""value"": 3.0}], ""model_status"": 1, ""url"": ""http://diamonds-gratis-codashop.duckdns.org""}"
http://diamondshopee.com,clean,blocked by model,,,True,{},PHISHING,0,65.95339965820312,False,Qty Dot Domain=1.0 (increases phishing risk) | Qty Tld Url=3.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 65.95339965820312, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Dot Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 1.023862361907959, ""value"": 1.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.3902795910835266, ""value"": 3.0}], ""model_status"": 0, ""url"": ""http://diamondshopee.com""}"
http://diamondsndesign.com,clean,blocked by model,,,True,{},PHISHING,0,67.60105895996094,False,Qty Dot Domain=1.0 (increases phishing risk) | Qty Tld Url=3.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 67.60105895996094, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Dot Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.9308356046676636, ""value"": 1.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.38177770376205444, ""value"": 3.0}], ""model_status"": 0, ""url"": ""http://diamondsndesign.com""}"
http://diamondspesialeventterbatas.000webhostapp.com,clean,allowed,,,True,{},Legitimate,1,81.45136260986328,False,Domain Length=45.0 (increases phishing risk) | Length Url=45.0 (increases phishing risk) | Qty Tld Url=3.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 81.45136260986328, ""model_prediction"": ""Legitimate"", ""model_reasoning"": [{""feature"": ""Domain Length"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.8925372958183289, ""value"": 45.0}, {""feature"": ""Length Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.8896875977516174, ""value"": 45.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.7991966605186462, ""value"": 3.0}], ""model_status"": 1, ""url"": ""http://diamondspesialeventterbatas.000webhostapp.com""}"
http://diamondteampeter.world,clean,blocked by model,,,True,{},PHISHING,0,73.59403228759766,False,Qty Tld Url=5.0 (increases phishing risk) | Qty Dot Domain=1.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 73.59403228759766, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.6706541776657104, ""value"": 5.0}, {""feature"": ""Qty Dot Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.37095388770103455, ""value"": 1.0}], ""model_status"": 0, ""url"": ""http://diamondteampeter.world""}"
http://diamondtech.lt,clean,blocked by model,,,True,{},PHISHING,0,53.378822326660156,False,Qty Dot Domain=1.0 (increases phishing risk) | Qty Tld Url=2.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 53.378822326660156, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Dot Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 1.0844541788101196, ""value"": 1.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.45790866017341614, ""value"": 2.0}], ""model_status"": 0, ""url"": ""http://diamondtech.lt""}"
http://diamondwilson.com,clean,blocked by model,,,True,{},PHISHING,0,59.04195785522461,False,Qty Dot Domain=1.0 (increases phishing risk) | Qty Tld Url=3.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 59.04195785522461, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Dot Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 1.0890852212905884, ""value"": 1.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.34279024600982666, ""value"": 3.0}], ""model_status"": 0, ""url"": ""http://diamondwilson.com""}"
http://diamon-gratis89.duckdns.org,clean,blocked by model,,,True,{},PHISHING,0,72.9789810180664,False,Qty Tld Url=3.0 (increases phishing risk) | Qty Hyphen Url=1.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 72.9789810180664, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.5623584389686584, ""value"": 3.0}, {""feature"": ""Qty Hyphen Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.3515501618385315, ""value"": 1.0}], ""model_status"": 0, ""url"": ""http://diamon-gratis89.duckdns.org""}"
http://diamon-gratis-resmi-ff-topuptrbru.000webhostapp.com,clean,allowed,,,True,{},Legitimate,1,76.8110122680664,False,Length Url=51.0 (increases phishing risk) | Qty Tld Url=3.0 (increases phishing risk) | Domain Length=51.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 76.8110122680664, ""model_prediction"": ""Legitimate"", ""model_reasoning"": [{""feature"": ""Length Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 1.1507771015167236, ""value"": 51.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.725821852684021, ""value"": 3.0}, {""feature"": ""Domain Length"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.6079976558685303, ""value"": 51.0}], ""model_status"": 1, ""url"": ""http://diamon-gratis-resmi-ff-topuptrbru.000webhostapp.com""}"
http://diamon-grts-999.duckdns.org,clean,allowed,,,True,{},Legitimate,1,53.87957763671875,False,Domain Length=27.0 (increases phishing risk) | Length Url=27.0 (increases phishing risk) | Qty Tld Url=3.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 53.87957763671875, ""model_prediction"": ""Legitimate"", ""model_reasoning"": [{""feature"": ""Domain Length"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.9177845120429993, ""value"": 27.0}, {""feature"": ""Length Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.4992520213127136, ""value"": 27.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.39131051301956177, ""value"": 3.0}], ""model_status"": 1, ""url"": ""http://diamon-grts-999.duckdns.org""}"
http://diamonsfree.duckdns.org,clean,blocked by model,,,True,{},PHISHING,0,91.45160675048828,False,Qty Tld Url=3.0 (increases phishing risk) | Qty Dot Domain=2.0 (decreases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 91.45160675048828, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.44834068417549133, ""value"": 3.0}, {""feature"": ""Qty Dot Domain"", ""impact"": ""decreases phishing risk"", ""shap_value"": -0.2856503129005432, ""value"": 2.0}], ""model_status"": 0, ""url"": ""http://diamonsfree.duckdns.org""}"
http://diamstones.be,clean,blocked by model,,,True,{},PHISHING,0,59.02406692504883,False,Qty Dot Domain=1.0 (increases phishing risk) | Qty Tld Url=2.0 (increases phishing risk),,"{""google_available"": true, ""google_flagged"": false, ""google_safe_browsing"": {}, ""model_confidence"": 59.02406692504883, ""model_prediction"": ""PHISHING"", ""model_reasoning"": [{""feature"": ""Qty Dot Domain"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.9448511004447937, ""value"": 1.0}, {""feature"": ""Qty Tld Url"", ""impact"": ""increases phishing risk"", ""shap_value"": 0.638353705406189, ""value"": 2.0}], ""model_status"": 0, ""url"": ""http://diamstones.be""}"
